0,"NaN",1,"TW06,TW08,TW15,TW24",0.0
0,"NaN",2,"TW02,TW05,TW09,TW10,TW13",0.0
0,"NaN",3,"TW01,TW08,TW13,TW15,TW17,TW24TW06",0.0
0,"NaN",4,"TW01,TW13,TW17,TW24",0.0
0,"NaN",5,"TW01,TW15,TW16,TW24",0.0
0,"NaN",6,"TW03,TW05,TW06,TW08,TW16,TW24",0.0
0,"NaN",9,"TW01,TW02,TW04,TW05,TW11,TW13,TW15,TW16,TW17,TW18,TW19,TW24",0.0
0,"NaN",10,"TW01,TW02,TW11,TW13,TW16,TW17,TW18",0.0
0,"NaN",12,"TW01,TW02,TW05,TW06,TW17,TW24TW06",0.0
0,"NaN",14,"TW01,TW02,TW05,TW06,TW16,TW19,TW24",0.0
0,"NaN",20,"TW08",0.0
0,"NaN",21,"TW02,TW05,TW09,TW24",0.0
0,"NaN",22,"TW02,TW08,TW11",0.0
0,"NaN",24,"TW01,TW03,TW04,TW06,TW11,TW17,TW24",0.0
0,"NaN",26,"TW02,TW09,TW24",0.0
0,"NaN",27,"TW02,TW05,TW08,TW24",0.0
0,"NaN",28,"TW01,TW03,TW04,TW05,TW10,TW11,TW17,TW20,TW24TW17",0.0
0,"NaN",29,"TW01,TW02,TW03,TW05,TW16,TW24",0.0
0,"NaN",31,"TW01,TW06,TW08",0.0
0,"NaN",32,"TW03,TW06,TW17",0.0
0,"NaN",33,"TW02,TW04,TW06,TW09,TW21,TW24",0.0
0,"NaN",34,"TW02,TW07,TW09,TW24",0.0
0,"NaN",40,"TW01,TW06,TW07,TW13,TW15,TW24",0.0
0,"NaN",41,"TW10",0.0
0,"NaN",42,"TW02",0.0
0,"NaN",43,"TW02,TW08,TW09",0.0
0,"NaN",45,"TW02,TW05,TW08,TW09,TW15,TW22,TW24,TW24TW09",0.0
0,"NaN",46,"TW01,TW03,TW04,TW06,TW11,TW13,TW16",0.0
0,"NaN",48,"TW01,TW02,TW11,TW17,TW19",0.0
0,"NaN",50,"TW13",0.0
0,"NaN",51,"TW02,TW09,TW17,TW19,TW24,TW24TW09,TW24TW12",0.0
